
This hub-height turbulence-parameter file was generated by TurbSim (v2.00.06a-bjj, 6-Jun-2016) on 07-Jun-2016 at 10:43:29.

   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
  74.65   12.518   12.627   12.631    1.652   -0.318    0.341    1.652   -0.318   -0.109    0.564   -0.526    1.474    0.389
  74.70   12.652   12.785   12.793    1.838   -0.440    0.475    1.838   -0.440   -0.209    0.873   -0.809    1.899    0.604
  74.75   12.676   12.785   12.805    1.667   -0.719    0.499    1.667   -0.719   -0.359    0.831   -1.199    1.772    0.751
  74.80   12.726   12.814   12.823    1.496   -0.488    0.549    1.496   -0.488   -0.268    0.822   -0.731    1.390    0.566
  74.85   12.672   12.756   12.768    1.460   -0.556    0.495    1.460   -0.556   -0.275    0.723   -0.811    1.342    0.560
  74.90   12.760   12.848   12.860    1.506   -0.555    0.583    1.506   -0.555   -0.323    0.877   -0.836    1.457    0.627
  74.95   12.557   12.642   12.664    1.463   -0.742    0.380    1.463   -0.742   -0.282    0.556   -1.086    1.418    0.626
  75.00   12.424   12.483   12.508    1.206   -0.799    0.247    1.206   -0.799   -0.198    0.298   -0.964    1.078    0.514
  75.05   12.441   12.508   12.541    1.300   -0.900    0.264    1.300   -0.900   -0.237    0.343   -1.170    1.284    0.621
  75.10   12.034   12.087   12.104    1.130   -0.631   -0.143    1.130   -0.631    0.090   -0.161   -0.714    0.848    0.369
  75.15   12.361   12.418   12.427    1.196   -0.470    0.184    1.196   -0.470   -0.086    0.219   -0.562    0.842    0.305
  75.20   12.486   12.550   12.570    1.261   -0.710    0.309    1.261   -0.710   -0.220    0.390   -0.896    1.095    0.501
  75.25   12.519   12.597   12.621    1.401   -0.783    0.342    1.401   -0.783   -0.268    0.479   -1.097    1.346    0.613
  75.30   12.538   12.602   12.636    1.266   -0.928    0.361    1.266   -0.928   -0.335    0.457   -1.174    1.297    0.652
  75.35   12.470   12.532   12.545    1.248   -0.581    0.293    1.248   -0.581   -0.170    0.365   -0.725    0.990    0.415
  75.40   12.512   12.572   12.597    1.225   -0.797    0.335    1.225   -0.797   -0.267    0.411   -0.976    1.124    0.546
  75.45   12.283   12.343   12.363    1.211   -0.695    0.106    1.211   -0.695   -0.074    0.129   -0.842    0.981    0.428
  75.50   12.133   12.166   12.185    0.898   -0.690   -0.044    0.898   -0.690    0.031   -0.040   -0.620    0.643    0.311
  75.55   12.188   12.224   12.267    0.942   -1.029    0.011    0.942   -1.029   -0.011    0.010   -0.969    0.973    0.484
  75.60   12.360   12.390   12.423    0.862   -0.912    0.183    0.862   -0.912   -0.167    0.158   -0.786    0.804    0.410
  75.65   12.381   12.415   12.444    0.909   -0.849    0.204    0.909   -0.849   -0.173    0.186   -0.772    0.794    0.406
  75.70   12.101   12.132   12.157    0.870   -0.776   -0.076    0.870   -0.776    0.059   -0.066   -0.675    0.682    0.340
  75.75   12.198   12.226   12.246    0.833   -0.694    0.021    0.833   -0.694   -0.015    0.018   -0.578    0.588    0.289
  75.80   12.336   12.352   12.388    0.638   -0.948    0.159    0.638   -0.948   -0.150    0.101   -0.604    0.665    0.315
  75.85   12.608   12.636   12.680    0.843   -1.046    0.431    0.843   -1.046   -0.451    0.364   -0.882    0.995    0.528
  75.90   12.515   12.518   12.579    0.290   -1.241    0.338    0.290   -1.241   -0.419    0.098   -0.360    0.869    0.280
  75.95   12.833   12.843   12.888    0.516   -1.074    0.656    0.516   -1.074   -0.704    0.338   -0.554    0.924    0.479
  76.00   13.084   13.094   13.144    0.516   -1.143    0.907    0.516   -1.143   -1.037    0.468   -0.589    1.198    0.641
  76.05   12.880   12.897   12.947    0.652   -1.140    0.703    0.652   -1.140   -0.802    0.459   -0.743    1.110    0.593
  76.10   13.086   13.109   13.169    0.781   -1.254    0.909    0.781   -1.254   -1.140    0.710   -0.979    1.504    0.831
  76.15   13.135   13.136   13.189    0.166   -1.178    0.958    0.166   -1.178   -1.129    0.160   -0.196    1.167    0.578
  76.20   12.986   12.997   13.028    0.527   -0.901    0.809    0.527   -0.901   -0.729    0.426   -0.474    0.872    0.484
  76.25   12.853   12.875   12.899    0.753   -0.771    0.676    0.753   -0.771   -0.522    0.509   -0.581    0.809    0.466
  76.30   12.355   12.367   12.403    0.546   -0.938    0.178    0.546   -0.938   -0.167    0.097   -0.512    0.605    0.274
  76.35   12.303   12.320   12.343    0.648   -0.757    0.126    0.648   -0.757   -0.095    0.081   -0.491    0.504    0.253
  76.40   12.673   12.697   12.717    0.774   -0.707    0.496    0.774   -0.707   -0.351    0.384   -0.547    0.673    0.378
  76.45   12.592   12.620   12.628    0.846   -0.464    0.414    0.846   -0.464   -0.192    0.350   -0.393    0.551    0.280
  76.50   12.486   12.524   12.526    0.981   -0.216    0.309    0.981   -0.216   -0.067    0.303   -0.211    0.552    0.188
  76.55   12.587   12.674   12.674    1.485    0.015    0.410    1.485    0.015    0.006    0.608    0.022    1.187    0.304
  76.60   12.577   12.649   12.650    1.342    0.162    0.400    1.342    0.162    0.065    0.537    0.217    0.994    0.291
  76.65   12.505   12.580   12.582    1.369   -0.218    0.328    1.369   -0.218   -0.072    0.449   -0.298    1.014    0.272
  76.70   12.399   12.457   12.459    1.197   -0.250    0.222    1.197   -0.250   -0.056    0.266   -0.300    0.772    0.202
  76.75   12.610   12.676   12.679    1.291   -0.274    0.433    1.291   -0.274   -0.119    0.560   -0.354    0.965    0.336
  76.80   12.655   12.720   12.744    1.284   -0.784    0.478    1.284   -0.784   -0.375    0.614   -1.007    1.246    0.619
  76.85   12.548   12.575   12.606    0.816   -0.880    0.371    0.816   -0.880   -0.327    0.303   -0.718    0.789    0.423
  76.90   12.507   12.526   12.540    0.693   -0.584    0.330    0.693   -0.584   -0.193    0.229   -0.405    0.465    0.252
  76.95   12.565   12.602   12.621    0.961   -0.695    0.388    0.961   -0.695   -0.270    0.373   -0.668    0.778    0.405
  77.00   12.378   12.403   12.422    0.778   -0.698    0.201    0.778   -0.698   -0.140    0.156   -0.543    0.566    0.291
  77.05   12.493   12.514   12.567    0.735   -1.155    0.316    0.735   -1.155   -0.365    0.232   -0.848    0.986    0.476
  77.10   12.384   12.443   12.480    1.207   -0.956    0.207    1.207   -0.956   -0.198    0.250   -1.154    1.207    0.599
  77.15   12.344   12.405   12.415    1.232   -0.510    0.167    1.232   -0.510   -0.085    0.205   -0.629    0.903    0.333
  77.20   12.327   12.385   12.390    1.204   -0.319    0.150    1.204   -0.319   -0.048    0.180   -0.384    0.787    0.213
  77.25   12.329   12.349   12.351    0.703   -0.248    0.151    0.703   -0.248   -0.038    0.106   -0.174    0.289    0.104
  77.30   12.509   12.531   12.534    0.741   -0.284    0.332    0.741   -0.284   -0.094    0.246   -0.210    0.370    0.168
  77.35   12.583   12.608   12.611    0.796   -0.285    0.406    0.796   -0.285   -0.116    0.323   -0.227    0.440    0.206
  77.40   12.349   12.374   12.374    0.783   -0.074    0.172    0.783   -0.074   -0.013    0.135   -0.058    0.324    0.074
  77.45   12.151   12.194   12.196    1.029    0.205   -0.026    1.029    0.205   -0.005   -0.027    0.211    0.551    0.106
  77.50   12.037   12.069   12.072    0.877    0.292   -0.140    0.877    0.292   -0.041   -0.123    0.256    0.437    0.143
  77.55   11.936   11.949   11.955    0.540    0.407   -0.241    0.540    0.407   -0.098   -0.130    0.220    0.258    0.137
  77.60   12.021   12.023   12.027    0.170    0.325   -0.156    0.170    0.325   -0.050   -0.026    0.055    0.079    0.040
  77.65   12.071   12.077   12.077    0.378    0.095   -0.106    0.378    0.095   -0.010   -0.040    0.036    0.082    0.027
  77.70   11.967   11.971   11.971    0.298    0.041   -0.210    0.298    0.041   -0.009   -0.063    0.012    0.067    0.032
  77.75   11.871   11.878   11.884    0.424    0.372   -0.306    0.424    0.372   -0.114   -0.130    0.158    0.206    0.117
  77.80   11.707   11.714   11.715    0.399    0.146   -0.470    0.399    0.146   -0.069   -0.187    0.058    0.201    0.104
  77.85   11.884   11.889   11.889    0.322   -0.076   -0.293    0.322   -0.076    0.022   -0.094   -0.024    0.098    0.050
  77.90   11.631   11.638   11.638    0.387    0.059   -0.546    0.387    0.059   -0.032   -0.211    0.023    0.226    0.107
  77.95   11.400   11.414   11.414    0.557    0.091   -0.777    0.557    0.091   -0.071   -0.432    0.051    0.461    0.221
  78.00   11.355   11.361   11.361    0.379    0.112   -0.822    0.379    0.112   -0.092   -0.312    0.042    0.416    0.164
  78.05   11.304   11.313   11.314    0.467    0.049   -0.873    0.467    0.049   -0.043   -0.408    0.023    0.492    0.205
  78.10   11.087   11.087   11.089    0.042   -0.192   -1.090    0.042   -0.192    0.210   -0.045   -0.008    0.613    0.107
  78.15   11.017   11.017   11.024    0.011   -0.396   -1.160    0.011   -0.396    0.459   -0.012   -0.004    0.751    0.230
  78.20   11.152   11.154   11.166    0.204   -0.519   -1.025    0.204   -0.519    0.532   -0.209   -0.106    0.681    0.291
  78.25   10.977   10.984   10.987    0.411   -0.246   -1.200    0.411   -0.246    0.296   -0.494   -0.101    0.835    0.292
  78.30   11.105   11.109   11.113    0.310   -0.301   -1.072    0.310   -0.301    0.322   -0.332   -0.093    0.668    0.236
  78.35   10.904   10.907   10.911    0.274   -0.268   -1.273    0.274   -0.268    0.342   -0.349   -0.074    0.884    0.247
  78.40   10.945   10.956   10.956    0.500   -0.018   -1.232    0.500   -0.018    0.023   -0.616   -0.009    0.884    0.308
  78.45   11.101   11.149   11.150    1.040    0.085   -1.076    1.040    0.085   -0.091   -1.119    0.088    1.124    0.563
  78.50   11.028   11.071   11.073    0.972    0.222   -1.149    0.972    0.222   -0.255   -1.116    0.216    1.157    0.583
  78.55   11.194   11.226   11.228    0.848    0.194   -0.983    0.848    0.194   -0.191   -0.834    0.165    0.861    0.435
  78.60   11.238   11.242   11.247    0.317    0.346   -0.939    0.317    0.346   -0.325   -0.298    0.109    0.551    0.227
  78.65   10.942   10.947   10.952    0.332    0.331   -1.235    0.332    0.331   -0.409   -0.410    0.110    0.872    0.295
  78.70   11.105   11.132   11.134    0.771    0.200   -1.072    0.771    0.200   -0.215   -0.827    0.154    0.892    0.434
  78.75   10.893   10.943   10.946    1.051    0.233   -1.284    1.051    0.233   -0.299   -1.350    0.244    1.404    0.702
  78.80   10.825   10.904   10.908    1.305    0.291   -1.352    1.305    0.291   -0.393   -1.763    0.380    1.807    0.923
  78.85   10.842   10.909   10.924    1.205    0.584   -1.335    1.205    0.584   -0.780   -1.608    0.703    1.787    0.960
  78.90   10.910   10.954   10.967    0.979    0.535   -1.267    0.979    0.535   -0.677   -1.240    0.524    1.425    0.754
  78.95   10.885   10.937   10.945    1.058    0.427   -1.292    1.058    0.427   -0.551   -1.367    0.452    1.485    0.771
  79.00   10.856   10.923   10.936    1.206    0.537   -1.321    1.206    0.537   -0.709   -1.593    0.648    1.743    0.930
  79.05   10.968   11.025   11.030    1.129    0.323   -1.209    1.129    0.323   -0.391   -1.365    0.365    1.420    0.733
  79.10   11.320   11.365   11.365    1.004    0.022   -0.857    1.004    0.022   -0.019   -0.860    0.022    0.872    0.430
  79.15   11.357   11.426   11.426    1.252   -0.003   -0.820    1.252   -0.003    0.002   -1.027   -0.004    1.120    0.513
  79.20   11.122   11.172   11.176    1.052    0.290   -1.055    1.052    0.290   -0.306   -1.109    0.305    1.151    0.595
  79.25   10.941   10.983   10.986    0.955    0.238   -1.236    0.955    0.238   -0.294   -1.181    0.227    1.248    0.619
  79.30   10.916   10.988   10.992    1.255    0.319   -1.261    1.255    0.319   -0.403   -1.583    0.401    1.634    0.841
  79.35   10.793   10.848   10.858    1.092    0.464   -1.384    1.092    0.464   -0.642   -1.511    0.506    1.661    0.859
  79.40   10.966   11.042   11.045    1.290    0.279   -1.211    1.290    0.279   -0.338   -1.562    0.360    1.604    0.819
  79.45   11.220   11.302   11.310    1.354    0.446   -0.957    1.354    0.446   -0.426   -1.296    0.603    1.474    0.746
  79.50   11.115   11.179   11.194    1.195    0.579   -1.062    1.195    0.579   -0.615   -1.269    0.692    1.446    0.785
  79.55   11.067   11.098   11.102    0.826    0.302   -1.110    0.826    0.302   -0.335   -0.917    0.249    1.003    0.504
  79.60   11.290   11.311   11.312    0.687    0.100   -0.887    0.687    0.100   -0.088   -0.610    0.069    0.634    0.310
  79.65   11.263   11.278   11.278    0.589   -0.010   -0.914    0.589   -0.010    0.009   -0.539   -0.006    0.591    0.269
  79.70   11.344   11.357   11.358    0.551   -0.129   -0.833    0.551   -0.129    0.107   -0.459   -0.071    0.507    0.238
  79.75   11.294   11.315   11.318    0.696    0.236   -0.883    0.696    0.236   -0.208   -0.615    0.164    0.660    0.335
  79.80   10.976   10.995   10.998    0.649    0.253   -1.201    0.649    0.253   -0.304   -0.779    0.164    0.963    0.426
  79.85   10.894   10.921   10.929    0.762    0.410   -1.283    0.762    0.410   -0.526   -0.978    0.313    1.197    0.577
  79.90   11.007   11.028   11.035    0.667    0.408   -1.170    0.667    0.408   -0.477   -0.780    0.272    0.990    0.477
  79.95   11.032   11.075   11.099    0.966    0.736   -1.145    0.966    0.736   -0.842   -1.106    0.711    1.393    0.781
  80.00   11.244   11.296   11.330    1.083    0.881   -0.933    1.083    0.881   -0.823   -1.011    0.954    1.410    0.808
  80.05   11.121   11.178   11.210    1.132    0.844   -1.056    1.132    0.844   -0.891   -1.195    0.955    1.555    0.885
  80.10   11.176   11.237   11.263    1.173    0.760   -1.001    1.173    0.760   -0.761   -1.174    0.892    1.478    0.830
  80.15   11.337   11.387   11.427    1.065    0.964   -0.840    1.065    0.964   -0.810   -0.895    1.027    1.385    0.792
  80.20   11.462   11.515   11.561    1.107    1.022   -0.715    1.107    1.022   -0.731   -0.792    1.131    1.390    0.781
  80.25   11.530   11.589   11.628    1.167    0.953   -0.647    1.167    0.953   -0.616   -0.755    1.112    1.344    0.739
  80.30   11.834   11.894   11.907    1.192    0.570   -0.343    1.192    0.570   -0.196   -0.409    0.680    0.932    0.409
  80.35   11.628   11.670   11.680    0.999    0.485   -0.549    0.999    0.485   -0.266   -0.549    0.484    0.767    0.389
  80.40   11.626   11.664   11.695    0.946    0.849   -0.551    0.946    0.849   -0.468   -0.522    0.803    0.960    0.533
  80.45   11.396   11.430   11.497    0.881    1.240   -0.781    0.881    1.240   -0.968   -0.688    1.092    1.461    0.807
  80.50   11.407   11.421   11.462    0.571    0.973   -0.770    0.571    0.973   -0.750   -0.440    0.556    0.933    0.516
  80.55   11.433   11.448   11.489    0.599    0.965   -0.744    0.599    0.965   -0.718   -0.446    0.578    0.922    0.512
  80.60   11.540   11.571   11.611    0.846    0.963   -0.637    0.846    0.963   -0.613   -0.539    0.814    1.024    0.577
  80.65   11.631   11.666   11.688    0.897    0.722   -0.546    0.897    0.722   -0.394   -0.489    0.647    0.811    0.451
  80.70   11.596   11.622   11.629    0.777    0.398   -0.581    0.777    0.398   -0.231   -0.452    0.310    0.550    0.297
  80.75   11.578   11.617   11.646    0.947    0.831   -0.599    0.947    0.831   -0.498   -0.568    0.787    0.973    0.545
  80.80   11.524   11.575   11.603    1.089    0.805   -0.653    1.089    0.805   -0.526   -0.711    0.876    1.130    0.622
  80.85   11.547   11.602   11.636    1.135    0.887   -0.630    1.135    0.887   -0.559   -0.715    1.007    1.237    0.678
  80.90   11.517   11.562   11.603    1.018    0.979   -0.660    1.018    0.979   -0.646   -0.672    0.996    1.215    0.682
  80.95   11.668   11.694   11.723    0.777    0.836   -0.509    0.777    0.836   -0.426   -0.396    0.650    0.781    0.436
  81.00   11.776   11.797   11.818    0.698    0.703   -0.401    0.698    0.703   -0.282   -0.279    0.491    0.571    0.316
  81.05   11.709   11.721   11.733    0.537    0.532   -0.468    0.537    0.532   -0.249   -0.252    0.286    0.395    0.227
  81.10   11.523   11.536   11.551    0.537    0.581   -0.654    0.537    0.581   -0.379   -0.351    0.312    0.526    0.302
  81.15   11.589   11.596   11.631    0.418    0.902   -0.588    0.418    0.902   -0.531   -0.246    0.378    0.668    0.348
  81.20   11.844   11.874   11.906    0.847    0.866   -0.333    0.847    0.866   -0.289   -0.282    0.733    0.789    0.418
  81.25   12.041   12.068   12.094    0.818    0.782   -0.136    0.818    0.782   -0.107   -0.112    0.640    0.650    0.329
  81.30   12.189   12.208   12.222    0.690    0.572    0.012    0.690    0.572    0.007    0.008    0.395    0.402    0.197
  81.35   11.929   11.969   11.979    0.977    0.496   -0.248    0.977    0.496   -0.123   -0.242    0.485    0.631    0.278
  81.40   12.162   12.211   12.221    1.092    0.512   -0.015    1.092    0.512   -0.008   -0.017    0.559    0.727    0.280
  81.45   12.532   12.643   12.650    1.673    0.425    0.355    1.673    0.425    0.151    0.594    0.712    1.553    0.470
  81.50   12.434   12.496   12.497    1.241    0.128    0.257    1.241    0.128    0.033    0.319    0.158    0.811    0.179
  81.55   12.406   12.461   12.462    1.173    0.121    0.229    1.173    0.121    0.028    0.268    0.142    0.722    0.152
  81.60   12.187   12.228   12.231    1.003    0.292    0.010    1.003    0.292    0.003    0.010    0.293    0.545    0.146
  81.65   12.140   12.166   12.168    0.796    0.217   -0.037    0.796    0.217   -0.008   -0.029    0.173    0.341    0.088
  81.70   12.131   12.191   12.195    1.203    0.307   -0.046    1.203    0.307   -0.014   -0.055    0.370    0.772    0.187
  81.75   12.402   12.475   12.485    1.350    0.491    0.225    1.350    0.491    0.110    0.304    0.662    1.057    0.369
  81.80   12.403   12.472   12.477    1.311    0.352    0.226    1.311    0.352    0.080    0.297    0.461    0.948    0.277
  81.85   12.364   12.398   12.398    0.918    0.097    0.187    0.918    0.097    0.018    0.171    0.089    0.444    0.097
  81.90   12.097   12.119   12.120    0.725    0.183   -0.080    0.725    0.183   -0.015   -0.058    0.132    0.283    0.073
  81.95   12.031   12.061   12.061    0.849   -0.113   -0.146    0.849   -0.113    0.016   -0.124   -0.096    0.377    0.079
  82.00   11.954   11.984   11.986    0.849   -0.189   -0.223    0.849   -0.189    0.042   -0.189   -0.161    0.404    0.126
  82.05   11.830   11.883   11.885    1.119   -0.217   -0.347    1.119   -0.217    0.075   -0.389   -0.243    0.710    0.232
  82.10   11.858   11.920   11.922    1.213    0.207   -0.319    1.213    0.207   -0.066   -0.387    0.251    0.808    0.233
  82.15   12.027   12.100   12.103    1.327    0.259   -0.150    1.327    0.259   -0.039   -0.199    0.344    0.926    0.200
  82.20   12.342   12.432   12.432    1.488    0.053    0.165    1.488    0.053    0.009    0.246    0.079    1.123    0.129
  82.25   12.375   12.428   12.432    1.144   -0.341    0.198    1.144   -0.341   -0.067    0.226   -0.390    0.732    0.228
  82.30   12.486   12.529   12.536    1.039   -0.408    0.309    1.039   -0.408   -0.126    0.321   -0.424    0.671    0.273
  82.35   12.140   12.176   12.180    0.938   -0.289   -0.037    0.938   -0.289    0.011   -0.035   -0.271    0.482    0.137
  82.40   12.284   12.313   12.320    0.846   -0.418    0.107    0.846   -0.418   -0.044    0.090   -0.353    0.451    0.184
  82.45   12.778   12.813   12.820    0.940   -0.418    0.601    0.940   -0.418   -0.251    0.565   -0.393    0.710    0.366
  82.50   12.743   12.789   12.793    1.081   -0.306    0.566    1.081   -0.306   -0.173    0.612   -0.331    0.792    0.359
  82.55   12.662   12.692   12.708    0.873   -0.622    0.485    0.873   -0.622   -0.302    0.424   -0.543    0.692    0.376
  82.60   12.523   12.561   12.591    0.979   -0.872    0.346    0.979   -0.872   -0.301    0.338   -0.854    0.920    0.483
  82.65   12.481   12.524   12.552    1.034   -0.836    0.304    1.034   -0.836   -0.254    0.314   -0.864    0.930    0.477
  82.70   12.335   12.384   12.419    1.094   -0.940    0.158    1.094   -0.940   -0.149    0.173   -1.028    1.052    0.526
  82.75   12.300   12.344   12.370    1.047   -0.804    0.123    1.047   -0.804   -0.099    0.129   -0.841    0.878    0.428
  82.80   12.232   12.276   12.306    1.045   -0.852    0.055    1.045   -0.852   -0.046    0.057   -0.890    0.910    0.446
  82.85   12.344   12.379   12.450    0.936   -1.322    0.167    0.936   -1.322   -0.221    0.156   -1.237    1.325    0.633
  82.90   12.051   12.076   12.132    0.767   -1.167   -0.126    0.767   -1.167    0.147   -0.096   -0.895    0.983    0.456
  82.95   11.771   11.808   11.840    0.934   -0.879   -0.406    0.934   -0.879    0.357   -0.380   -0.821    0.905    0.486
  83.00   11.523   11.530   11.570    0.413   -0.962   -0.654    0.413   -0.962    0.629   -0.270   -0.397    0.762    0.396
  83.05   11.349   11.355   11.386    0.384   -0.836   -0.828    0.384   -0.836    0.692   -0.318   -0.321    0.766    0.413
  83.10   11.181   11.181   11.204   -0.026   -0.721   -0.996   -0.026   -0.721    0.718    0.026    0.019    0.756    0.359
  83.15   11.228   11.228   11.246   -0.034   -0.628   -0.949   -0.034   -0.628    0.596    0.032    0.021    0.648    0.298
  83.20   11.040   11.047   11.052    0.402   -0.327   -1.137    0.402   -0.327    0.372   -0.457   -0.132    0.781    0.302
  83.25   10.993   10.993   11.004   -0.026   -0.494   -1.184   -0.026   -0.494    0.585    0.031    0.013    0.823    0.293
  83.30   11.023   11.023   11.043    0.048   -0.655   -1.154    0.048   -0.655    0.755   -0.055   -0.031    0.881    0.379
  83.35   10.971   10.972   10.987    0.154   -0.556   -1.206    0.154   -0.556    0.671   -0.185   -0.085    0.893    0.350
  83.40   11.033   11.036   11.053    0.238   -0.620   -1.144    0.238   -0.620    0.709   -0.272   -0.148    0.875    0.387
  83.45   10.921   10.922   10.955    0.125   -0.845   -1.256    0.125   -0.845    1.061   -0.156   -0.105    1.153    0.539
  83.50   10.997   10.997   11.047    0.089   -1.045   -1.180    0.089   -1.045    1.233   -0.105   -0.093    1.246    0.621
  83.55   11.138   11.138   11.185    0.138   -1.023   -1.039    0.138   -1.023    1.064   -0.143   -0.141    1.073    0.541
  83.60   11.284   11.285   11.320    0.161   -0.889   -0.893    0.161   -0.889    0.793   -0.144   -0.143    0.806    0.409
  83.65   11.062   11.062   11.106   -0.020   -0.990   -1.115   -0.020   -0.990    1.104    0.023    0.020    1.112    0.552
  83.70   11.310   11.314   11.350    0.287   -0.910   -0.867    0.287   -0.910    0.789   -0.249   -0.262    0.831    0.434
  83.75   11.383   11.396   11.418    0.539   -0.702   -0.794    0.539   -0.702    0.557   -0.428   -0.378    0.706    0.399
  83.80   11.165   11.169   11.193    0.304   -0.743   -1.012    0.304   -0.743    0.753   -0.308   -0.226    0.835    0.422
  83.85   11.027   11.028   11.047    0.111   -0.647   -1.150    0.111   -0.647    0.744   -0.127   -0.072    0.876    0.379
  83.90   11.054   11.055   11.068    0.050   -0.547   -1.123    0.050   -0.547    0.614   -0.056   -0.027    0.781    0.309
  83.95   11.188   11.189   11.208    0.173   -0.649   -0.989    0.173   -0.649    0.642   -0.171   -0.112    0.715    0.337
  84.00   11.094   11.095   11.097    0.134   -0.220   -1.083    0.134   -0.220    0.238   -0.145   -0.029    0.619    0.140
  84.05   11.132   11.132   11.137   -0.032   -0.331   -1.045   -0.032   -0.331    0.346    0.033    0.010    0.602    0.174
  84.10   11.174   11.174   11.184   -0.056   -0.458   -1.003   -0.056   -0.458    0.460    0.057    0.026    0.610    0.232
  84.15   11.104   11.104   11.111   -0.088   -0.404   -1.074   -0.088   -0.404    0.434    0.094    0.036    0.662    0.223
  84.20   11.227   11.227   11.228    0.083   -0.163   -0.950    0.083   -0.163    0.155   -0.079   -0.014    0.468    0.087
  84.25   11.259   11.260   11.260    0.135   -0.064   -0.918    0.135   -0.064    0.058   -0.124   -0.009    0.433    0.069
  84.30   10.822   10.822   10.823    0.062    0.090   -1.355    0.062    0.090   -0.122   -0.084    0.006    0.924    0.074
  84.35   10.783   10.784   10.791    0.123    0.387   -1.394    0.123    0.387   -0.539   -0.172    0.048    1.054    0.284
  84.40   10.802   10.802   10.804   -0.053    0.162   -1.375   -0.053    0.162   -0.223    0.073   -0.009    0.960    0.118
  84.45   10.994   10.995   10.998    0.136   -0.226   -1.183    0.136   -0.226    0.267   -0.161   -0.031    0.734    0.157
  84.50   10.900   10.908   10.909    0.409   -0.172   -1.277    0.409   -0.172    0.220   -0.523   -0.070    0.914    0.286
  84.55   10.941   10.945   10.949    0.298   -0.294   -1.236    0.298   -0.294    0.364   -0.368   -0.088    0.852    0.262
  84.60   11.080   11.081   11.099    0.178   -0.641   -1.097    0.178   -0.641    0.703   -0.195   -0.114    0.823    0.369
  84.65   10.956   10.957   10.962   -0.109   -0.334   -1.221   -0.109   -0.334    0.408    0.133    0.036    0.807    0.215
  84.70   10.717   10.717   10.719   -0.106   -0.192   -1.460   -0.106   -0.192    0.280    0.154    0.020    1.090    0.160
  84.75   10.856   10.856   10.858   -0.071   -0.173   -1.321   -0.071   -0.173    0.229    0.094    0.012    0.890    0.124
  84.80   10.468   10.468   10.471    0.130   -0.227   -1.709    0.130   -0.227    0.388   -0.222   -0.030    1.495    0.224
  84.85   10.656   10.658   10.658    0.214    0.045   -1.521    0.214    0.045   -0.068   -0.325    0.010    1.181    0.166
  84.90   10.999   11.005   11.008    0.368   -0.250   -1.178    0.368   -0.250    0.295   -0.434   -0.092    0.793    0.266
  84.95   10.898   10.905   10.907    0.367   -0.254   -1.279    0.367   -0.254    0.325   -0.470   -0.093    0.917    0.289
  85.00   10.798   10.799   10.800    0.146   -0.153   -1.379    0.146   -0.153    0.211   -0.202   -0.022    0.973    0.147
  85.05   10.985   10.986   10.987    0.090   -0.167   -1.192    0.090   -0.167    0.199   -0.108   -0.015    0.728    0.113
  85.10   11.187   11.189   11.190   -0.170   -0.187   -0.990   -0.170   -0.187    0.185    0.168    0.032    0.521    0.126
  85.15   11.184   11.184   11.188    0.079   -0.264   -0.993    0.079   -0.264    0.263   -0.078   -0.021    0.531    0.137
  85.20   11.447   11.458   11.458    0.502   -0.055   -0.730    0.502   -0.055    0.040   -0.367   -0.027    0.394    0.185
  85.25   11.418   11.425   11.429    0.415    0.302   -0.759    0.415    0.302   -0.230   -0.315    0.125    0.420    0.205
  85.30   11.425   11.428   11.432    0.286    0.291   -0.752    0.286    0.291   -0.219   -0.215    0.083    0.366    0.159
  85.35   11.303   11.305   11.309    0.190    0.292   -0.874    0.190    0.292   -0.255   -0.166    0.055    0.442    0.155
  85.40   11.210   11.216   11.221    0.363    0.348   -0.967    0.363    0.348   -0.336   -0.351    0.126    0.594    0.251
  85.45   11.208   11.220   11.225    0.522    0.347   -0.969    0.522    0.347   -0.336   -0.506    0.181    0.666    0.317
  85.50   11.073   11.083   11.094    0.459    0.490   -1.104    0.459    0.490   -0.541   -0.507    0.225    0.835    0.387
  85.55   11.058   11.069   11.080    0.487    0.485   -1.119    0.487    0.485   -0.543   -0.545    0.236    0.862    0.402
  85.60   11.066   11.082   11.090    0.603    0.420   -1.111    0.603    0.420   -0.467   -0.670    0.253    0.887    0.427
  85.65   11.169   11.181   11.195    0.510    0.561   -1.008    0.510    0.561   -0.566   -0.514    0.286    0.796    0.408
  85.70   11.532   11.543   11.551    0.497    0.433   -0.645    0.497    0.433   -0.279   -0.321    0.215    0.425    0.238
  85.75   11.115   11.117   11.119    0.206    0.232   -1.062    0.206    0.232   -0.246   -0.219    0.048    0.612    0.166
  85.80   11.206   11.214   11.216    0.413    0.223   -0.971    0.413    0.223   -0.217   -0.400    0.092    0.581    0.232
  85.85   11.177   11.181   11.181    0.299   -0.063   -1.000    0.299   -0.063    0.063   -0.299   -0.019    0.547    0.153
  85.90   11.084   11.085   11.086    0.100   -0.185   -1.093    0.100   -0.185    0.202   -0.109   -0.018    0.619    0.115
  85.95   11.289   11.295   11.297    0.371   -0.238   -0.888    0.371   -0.238    0.211   -0.330   -0.088    0.492    0.201
  86.00   11.317   11.328   11.335    0.500   -0.399   -0.860    0.500   -0.399    0.343   -0.430   -0.200    0.575    0.293
