
This hub-height turbulence-parameter file was generated by TurbSim (v2.00.06a-bjj, 6-Jun-2016) on 07-Jun-2016 at 10:43:29.

   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
  61.75   11.426   11.447   11.472    0.699   -0.757   -0.751    0.699   -0.757    0.568   -0.525   -0.529    0.813    0.469
  61.80   11.376   11.390   11.405    0.552   -0.585   -0.801    0.552   -0.585    0.468   -0.442   -0.323    0.644    0.360
  61.85   11.209   11.211   11.238    0.211   -0.777   -0.968    0.211   -0.777    0.752   -0.204   -0.164    0.792    0.398
  61.90   11.203   11.203   11.232    0.022   -0.803   -0.974    0.022   -0.803    0.782   -0.022   -0.018    0.797    0.391
  61.95   11.273   11.274   11.314    0.123   -0.955   -0.904    0.123   -0.955    0.863   -0.111   -0.117    0.872    0.439
  62.00   11.493   11.493   11.530    0.103   -0.915   -0.684    0.103   -0.915    0.626   -0.071   -0.095    0.658    0.319
  62.05   11.513   11.516   11.543    0.262   -0.782   -0.664    0.262   -0.782    0.519   -0.174   -0.205    0.561    0.292
  62.10   11.825   11.825   11.860    0.090   -0.913   -0.352    0.090   -0.913    0.322   -0.032   -0.082    0.483    0.167
  62.15   11.839   11.840   11.915    0.153   -1.340   -0.339    0.153   -1.340    0.454   -0.052   -0.205    0.967    0.250
  62.20   11.716   11.717   11.786    0.087   -1.282   -0.461    0.087   -1.282    0.591   -0.040   -0.112    0.932    0.301
  62.25   11.599   11.603   11.663   -0.303   -1.182   -0.578   -0.303   -1.182    0.684    0.175    0.358    0.912    0.396
  62.30   11.702   11.703   11.744   -0.154   -0.979   -0.475   -0.154   -0.979    0.465    0.073    0.151    0.604    0.247
  62.35   11.621   11.626   11.689   -0.336   -1.210   -0.556   -0.336   -1.210    0.672    0.186    0.406    0.942    0.403
  62.40   11.809   11.811   11.849   -0.190   -0.951   -0.368   -0.190   -0.951    0.350    0.070    0.181    0.538    0.200
  62.45   12.006   12.006   12.032    0.073   -0.787   -0.171    0.073   -0.787    0.134   -0.012   -0.057    0.327    0.073
  62.50   11.908   11.912   11.930    0.333   -0.649   -0.270    0.333   -0.649    0.175   -0.090   -0.216    0.302    0.146
  62.55   12.120   12.120   12.152    0.086   -0.882   -0.057    0.086   -0.882    0.050   -0.005   -0.076    0.394    0.046
  62.60   12.188   12.189   12.219   -0.136   -0.859    0.011   -0.136   -0.859   -0.009   -0.001    0.117    0.378    0.059
  62.65   12.151   12.158   12.191   -0.407   -0.894   -0.026   -0.407   -0.894    0.023    0.011    0.364    0.483    0.182
  62.70   12.106   12.106   12.148   -0.104   -1.007   -0.071   -0.104   -1.007    0.072    0.007    0.105    0.515    0.064
  62.75   12.246   12.249   12.273   -0.270   -0.782    0.069   -0.270   -0.782   -0.054   -0.018    0.211    0.345    0.109
  62.80   12.422   12.426   12.435   -0.338   -0.473    0.245   -0.338   -0.473   -0.116   -0.083    0.160    0.199    0.107
  62.85   12.167   12.175   12.183   -0.459   -0.435   -0.010   -0.459   -0.435    0.004    0.005    0.200    0.200    0.100
  62.90   11.799   11.800   11.803   -0.187   -0.261   -0.378   -0.187   -0.261    0.099    0.071    0.049    0.123    0.065
  62.95   11.750   11.757   11.758   -0.402   -0.128   -0.427   -0.402   -0.128    0.055    0.172    0.051    0.180    0.094
  63.00   11.927   11.932   11.932   -0.348   -0.066   -0.250   -0.348   -0.066    0.016    0.087    0.023    0.094    0.046
  63.05   11.900   11.906   11.907   -0.379    0.134   -0.277   -0.379    0.134   -0.037    0.105   -0.051    0.119    0.061
  63.10   11.833   11.838   11.839   -0.341    0.138   -0.344   -0.341    0.138   -0.048    0.117   -0.047    0.127    0.068
  63.15   11.882   11.883   11.883   -0.134    0.079   -0.295   -0.134    0.079   -0.023    0.039   -0.011    0.055    0.023
  63.20   11.595   11.604   11.605   -0.457    0.059   -0.582   -0.457    0.059   -0.034    0.266   -0.027    0.275    0.135
  63.25   11.571   11.581   11.581   -0.484    0.001   -0.606   -0.484    0.001   -0.001    0.293   -0.000    0.301    0.147
  63.30   11.991   12.000   12.007   -0.481   -0.409   -0.186   -0.481   -0.409    0.076    0.090    0.197    0.217    0.115
  63.35   11.984   12.002   12.010   -0.648   -0.451   -0.193   -0.648   -0.451    0.087    0.125    0.292    0.330    0.165
  63.40   12.183   12.188   12.195   -0.364   -0.407    0.006   -0.364   -0.407   -0.002   -0.002    0.148    0.149    0.074
  63.45   12.067   12.081   12.088   -0.579   -0.428   -0.110   -0.579   -0.428    0.047    0.064    0.248    0.265    0.130
  63.50   11.894   11.908   11.921   -0.571   -0.559   -0.283   -0.571   -0.559    0.158    0.161    0.319    0.359    0.196
  63.55   11.996   12.008   12.012   -0.542   -0.307   -0.181   -0.542   -0.307    0.056    0.098    0.167    0.210    0.101
  63.60   12.111   12.123   12.125   -0.540   -0.193   -0.066   -0.540   -0.193    0.013    0.036    0.104    0.167    0.056
  63.65   11.877   11.894   11.896   -0.641   -0.202   -0.300   -0.641   -0.202    0.060    0.192    0.129    0.271    0.120
  63.70   11.829   11.845   11.847   -0.616   -0.230   -0.348   -0.616   -0.230    0.080    0.214    0.142    0.276    0.134
  63.75   11.818   11.834   11.841   -0.615   -0.412   -0.359   -0.615   -0.412    0.148    0.221    0.253    0.339    0.184
  63.80   11.757   11.768   11.791   -0.523   -0.726   -0.420   -0.523   -0.726    0.305    0.220    0.380    0.489    0.267
  63.85   11.957   11.957   11.978    0.102   -0.710   -0.220    0.102   -0.710    0.156   -0.023   -0.073    0.282    0.087
  63.90   12.235   12.242   12.267    0.405   -0.789    0.058    0.405   -0.789   -0.046    0.023   -0.320    0.395    0.162
  63.95   12.552   12.571   12.583    0.684   -0.548    0.375    0.684   -0.548   -0.205    0.257   -0.374    0.454    0.249
  64.00   12.546   12.575   12.576    0.855   -0.179    0.369    0.855   -0.179   -0.066    0.315   -0.153    0.449    0.178
  64.05   12.470   12.511   12.515    1.015   -0.317    0.293    1.015   -0.317   -0.093    0.297   -0.322    0.608    0.224
  64.10   12.188   12.204   12.204    0.621   -0.106    0.011    0.621   -0.106   -0.001    0.007   -0.066    0.198    0.033
  64.15   12.340   12.363   12.363    0.747   -0.032    0.163    0.747   -0.032   -0.005    0.122   -0.024    0.293    0.062
  64.20   12.324   12.360   12.361    0.948   -0.119    0.147    0.948   -0.119   -0.017    0.139   -0.112    0.467    0.090
  64.25   12.346   12.398   12.401    1.132   -0.255    0.169    1.132   -0.255   -0.043    0.192   -0.288    0.687    0.174
  64.30   12.598   12.641   12.662    1.034   -0.737    0.421    1.034   -0.737   -0.310    0.435   -0.761    0.894    0.465
  64.35   12.775   12.796   12.834    0.733   -0.989    0.598    0.733   -0.989   -0.591    0.438   -0.725    0.936    0.516
  64.40   13.153   13.195   13.227    1.052   -0.918    0.976    1.052   -0.918   -0.896    1.027   -0.966    1.451    0.835
  64.45   13.045   13.092   13.104    1.106   -0.546    0.868    1.106   -0.546   -0.474    0.960   -0.604    1.138    0.615
  64.50   13.116   13.156   13.163    1.022   -0.440    0.939    1.022   -0.440   -0.413    0.960   -0.450    1.061    0.569
  64.55   12.968   13.011   13.012    1.059   -0.136    0.791    1.059   -0.136   -0.108    0.838   -0.144    0.883    0.428
  64.60   13.044   13.094   13.095    1.137   -0.206    0.867    1.137   -0.206   -0.179    0.986   -0.234    1.044    0.515
  64.65   13.269   13.312   13.317    1.065   -0.363    1.092    1.065   -0.363   -0.397    1.163   -0.387    1.229    0.644
  64.70   13.231   13.263   13.263    0.915   -0.083    1.054    0.915   -0.083   -0.087    0.964   -0.075    0.977    0.485
  64.75   12.903   12.939   12.940    0.966   -0.090    0.726    0.966   -0.090   -0.065    0.702   -0.087    0.735    0.355
  64.80   13.234   13.267   13.272    0.937   -0.350    1.057    0.937   -0.350   -0.370    0.991   -0.328    1.059    0.554
  64.85   13.320   13.380   13.381    1.266   -0.141    1.143    1.266   -0.141   -0.161    1.447   -0.178    1.464    0.733
  64.90   13.347   13.428   13.428    1.471    0.009    1.170    1.471    0.009    0.011    1.721    0.013    1.767    0.861
  64.95   13.612   13.686   13.689    1.429    0.254    1.434    1.429    0.254    0.364    2.050    0.363    2.082    1.056
  65.00   13.342   13.399   13.400    1.237    0.111    1.165    1.237    0.111    0.129    1.441    0.137    1.450    0.727
  65.05   13.156   13.195   13.197    1.013    0.215    0.979    1.013    0.215    0.211    0.992    0.218    1.016    0.519
  65.10   13.273   13.310   13.311    0.990    0.138    1.096    0.990    0.138    0.152    1.085    0.137    1.100    0.552
  65.15   13.377   13.402   13.403    0.826    0.185    1.200    0.826    0.185    0.222    0.991    0.153    1.078    0.513
  65.20   13.578   13.608   13.617    0.912    0.477    1.401    0.912    0.477    0.669    1.278    0.436    1.511    0.753
  65.25   13.370   13.390   13.394    0.733    0.352    1.193    0.733    0.352    0.420    0.874    0.258    1.041    0.502
  65.30   13.178   13.190   13.191    0.555    0.133    1.001    0.555    0.133    0.133    0.556    0.074    0.664    0.288
  65.35   13.055   13.074   13.074    0.703    0.101    0.878    0.703    0.101    0.089    0.617    0.071    0.637    0.314
  65.40   13.025   13.036   13.036    0.534    0.008    0.848    0.534    0.008    0.006    0.453    0.004    0.503    0.227
  65.45   13.343   13.347   13.348    0.316   -0.172    1.166    0.316   -0.172   -0.200    0.369   -0.054    0.745    0.212
  65.50   13.096   13.104   13.107    0.466   -0.242    0.919    0.466   -0.242   -0.222    0.428   -0.113    0.560    0.248
  65.55   13.046   13.066   13.070    0.731   -0.308    0.869    0.731   -0.308   -0.268    0.635   -0.225    0.692    0.363
  65.60   12.993   13.015   13.016    0.765   -0.125    0.816    0.765   -0.125   -0.102    0.624   -0.096    0.633    0.320
  65.65   13.139   13.170   13.170    0.892   -0.140    0.962    0.892   -0.140   -0.135    0.859   -0.125    0.871    0.439
  65.70   13.019   13.067   13.073    1.126   -0.383    0.841    1.126   -0.383   -0.322    0.947   -0.431    1.061    0.545
  65.75   12.873   12.905   12.905    0.908   -0.012    0.696    0.908   -0.012   -0.009    0.632   -0.011    0.654    0.316
  65.80   12.777   12.816   12.817    0.999    0.118    0.600    0.999    0.118    0.071    0.600    0.118    0.686    0.308
  65.85   12.775   12.804   12.805    0.853    0.208    0.598    0.853    0.208    0.124    0.510    0.177    0.564    0.277
  65.90   12.907   12.933   12.933    0.823   -0.064    0.730    0.823   -0.064   -0.046    0.601   -0.052    0.607    0.302
  65.95   12.544   12.569   12.569    0.786   -0.094    0.367    0.786   -0.094   -0.034    0.289   -0.074    0.381    0.150
  66.00   12.586   12.624   12.625    0.979   -0.171    0.409    0.979   -0.171   -0.070    0.400   -0.167    0.578    0.220
  66.05   12.616   12.664   12.666    1.101   -0.199    0.439    1.101   -0.199   -0.087    0.484   -0.219    0.722    0.269
  66.10   12.767   12.824   12.826    1.216   -0.207    0.590    1.216   -0.207   -0.122    0.717   -0.252    0.935    0.385
  66.15   12.436   12.454   12.458    0.659   -0.320    0.259    0.659   -0.320   -0.083    0.171   -0.211    0.302    0.142
  66.20   12.688   12.722   12.735    0.932   -0.579    0.511    0.932   -0.579   -0.296    0.476   -0.540    0.732    0.389
  66.25   12.903   12.948   12.962    1.087   -0.594    0.726    1.087   -0.594   -0.431    0.789   -0.646    1.030    0.553
  66.30   12.825   12.847   12.876    0.749   -0.864    0.648    0.749   -0.864   -0.560    0.485   -0.648    0.864    0.492
  66.35   12.804   12.812   12.864    0.440   -1.161    0.627    0.440   -1.161   -0.728    0.276   -0.510    0.967    0.466
  66.40   12.734   12.749   12.775    0.618   -0.815    0.557    0.618   -0.815   -0.454    0.344   -0.504    0.678    0.380
  66.45   12.768   12.787   12.797    0.686   -0.506    0.591    0.686   -0.506   -0.299    0.406   -0.347    0.538    0.306
  66.50   12.642   12.654   12.660    0.554   -0.398    0.465    0.554   -0.398   -0.185    0.258   -0.221    0.341    0.193
  66.55   12.676   12.693   12.695    0.659   -0.228    0.499    0.659   -0.228   -0.114    0.329   -0.150    0.368    0.190
  66.60   12.919   12.950   12.950    0.893   -0.113    0.742    0.893   -0.113   -0.084    0.663   -0.101    0.680    0.338
  66.65   12.986   13.002   13.006    0.661   -0.312    0.809    0.661   -0.312   -0.252    0.534   -0.206    0.594    0.313
  66.70   12.876   12.893   12.900    0.654   -0.434    0.699    0.654   -0.434   -0.303    0.457   -0.284    0.552    0.309
  66.75   12.901   12.944   12.944    1.053   -0.082    0.724    1.053   -0.082   -0.060    0.762   -0.086    0.820    0.385
  66.80   13.133   13.197   13.197    1.297    0.063    0.956    1.297    0.063    0.061    1.239    0.082    1.300    0.622
  66.85   13.301   13.363   13.363    1.287   -0.013    1.124    1.287   -0.013   -0.015    1.446   -0.017    1.460    0.723
  66.90   13.531   13.620   13.632    1.554   -0.576    1.354    1.554   -0.576   -0.779    2.104   -0.894    2.289    1.208
  66.95   13.505   13.614   13.623    1.721   -0.496    1.328    1.721   -0.496   -0.658    2.285   -0.853    2.486    1.263
  67.00   13.485   13.574   13.583    1.550   -0.494    1.308    1.550   -0.494   -0.646    2.029   -0.765    2.180    1.131
  67.05   13.522   13.600   13.608    1.452   -0.480    1.345    1.452   -0.480   -0.646    1.953   -0.697    2.074    1.086
  67.10   13.690   13.786   13.790    1.629   -0.296    1.513    1.629   -0.296   -0.448    2.464   -0.483    2.515    1.275
  67.15   13.516   13.581   13.584    1.324   -0.284    1.339    1.324   -0.284   -0.381    1.773   -0.376    1.814    0.926
  67.20   13.194   13.281   13.282    1.514   -0.158    1.017    1.514   -0.158   -0.160    1.540   -0.239    1.676    0.783
  67.25   13.013   13.106   13.119    1.560   -0.583    0.836    1.560   -0.583   -0.488    1.304   -0.910    1.736    0.832
  67.30   12.882   12.930   12.938    1.110   -0.459    0.705    1.110   -0.459   -0.323    0.782   -0.509    0.969    0.494
  67.35   12.958   13.020   13.026    1.271   -0.363    0.781    1.271   -0.363   -0.284    0.993   -0.462    1.179    0.566
  67.40   13.174   13.202   13.219    0.863   -0.664    0.997    0.863   -0.664   -0.663    0.861   -0.573    1.090    0.614
  67.45   12.861   12.872   12.882    0.518   -0.524    0.684    0.518   -0.524   -0.358    0.355   -0.272    0.506    0.286
  67.50   12.874   12.898   12.915    0.791   -0.645    0.697    0.791   -0.645   -0.450    0.552   -0.511    0.764    0.438
  67.55   13.317   13.355   13.369    0.998   -0.611    1.140    0.998   -0.611   -0.697    1.138   -0.610    1.335    0.734
  67.60   13.182   13.218   13.232    0.978   -0.604    1.005    0.978   -0.604   -0.607    0.983   -0.591    1.166    0.649
  67.65   12.949   12.968   12.973    0.700   -0.341    0.772    0.700   -0.341   -0.263    0.541   -0.239    0.602    0.324
  67.70   13.237   13.254   13.263    0.662   -0.502    1.060    0.662   -0.502   -0.532    0.702   -0.332    0.907    0.471
  67.75   13.371   13.390   13.400    0.716   -0.525    1.194    0.716   -0.525   -0.627    0.855   -0.376    1.107    0.563
  67.80   13.392   13.429   13.437    1.000   -0.453    1.215    1.000   -0.453   -0.550    1.214   -0.453    1.340    0.704
  67.85   13.259   13.311   13.313    1.178   -0.225    1.082    1.178   -0.225   -0.244    1.275   -0.266    1.305    0.662
  67.90   13.295   13.326   13.341    0.907   -0.634    1.118    0.907   -0.634   -0.709    1.014   -0.575    1.237    0.682
  67.95   13.332   13.366   13.380    0.955   -0.608    1.155    0.955   -0.608   -0.703    1.103   -0.581    1.308    0.716
  68.00   13.335   13.395   13.397    1.269   -0.257    1.158    1.269   -0.257   -0.298    1.469   -0.327    1.508    0.767
  68.05   13.208   13.287   13.290    1.447   -0.268    1.031    1.447   -0.268   -0.277    1.492   -0.389    1.615    0.783
  68.10   13.005   13.096   13.097    1.543   -0.113    0.828    1.543   -0.113   -0.093    1.278   -0.174    1.540    0.646
  68.15   13.039   13.107   13.111    1.333   -0.322    0.862    1.333   -0.322   -0.278    1.149   -0.430    1.312    0.629
  68.20   12.907   12.972   12.982    1.296   -0.518    0.730    1.296   -0.518   -0.378    0.946   -0.672    1.241    0.610
  68.25   12.852   12.880   12.883    0.850   -0.262    0.675    0.850   -0.262   -0.177    0.573   -0.223    0.623    0.320
  68.30   12.903   12.920   12.927    0.665   -0.412    0.726    0.665   -0.412   -0.299    0.483   -0.274    0.570    0.315
  68.35   13.149   13.163   13.171    0.605   -0.477    0.972    0.605   -0.477   -0.463    0.588   -0.289    0.769    0.401
  68.40   13.081   13.114   13.117    0.922   -0.284    0.904    0.922   -0.284   -0.257    0.833   -0.262    0.874    0.455
